22: [None, 17, 8, 34, 39, 35, 36, 31, 31, 38, 38, 39, 39, None, 38, 39, 18, 34, 25, 34, 32, None, 34, None, None, 24, 6, 36, 37, None, 38, 34, 36, None, None, 34, 26, 39, 32, 38, 20, 36, 34, 21, 34, 37, 35, 35, 32, 30, 33, 6, 30, 29, 33, None, 30, 19, 31, 29, 27, 28, 30, 25, None, 28, 28, 28, 28, 22, 27, 39, 33, 37, 29, 38, None, 37, 37, 38, 36, 38, 39, 38, None, 39, None, 39, 37, 38, 37, 37, 38]
23: [None, 27, 32, 35, 39, 32, 34, 15, 19, 36, 38, 35, 34, None, 33, 34, 36, 35, 36, 32, 30, 34, None, 37, None, 33, 30, 37, 39, None, 34, 16, 37, None, 39, 37, 35, 34, 32, 33, 29, 32, 27, 31, 31, 33, 33, 32, 29, 27, 27, 30, 27, 26, 28, 31, 28, 29, 19, 25, 33, 36, 25, 36, None, 38, 38, 32, 38, 38, 33, 39, 30, 33, 39, 38, None, 35, 33, 36, 10, 37, 36, 35, None, 39, None, 39, 36, 37, 23, 36, 37]
24: [None, None, None, 37, None, None, None, None, None, None, None, 39, 34, None, 39, 34, None, 37, None, None, None, None, 37, None, 18, None, None, None, None, None, 39, 37, None, None, 36, None, 29, 39, None, 39, None, 37, None, None, 37, None, None, None, None, None, 35, None, None, None, 28, None, None, None, None, None, None, 29, 31, None, None, None, None, None, None, None, None, None, None, 37, None, 36, None, None, None, None, 39, None, 37, 39, None, None, None, None, None, None, 39, None, None]
25: [None, None, None, None, None, None, None, None, None, None, None, 39, 38, None, None, 38, None, None, None, None, None, None, None, 18, None, None, None, None, None, None, None, None, None, None, 37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, 38, None, None, None, None, None, None, 38, None, None, 39, None, None, None, None, None, None, None]
26: [None, 29, 22, 16, 38, 31, 36, 28, 30, 37, 37, 39, 37, None, 38, 37, 5, 16, 31, 33, 32, 24, 33, None, None, None, 20, 26, 36, None, 38, 25, 26, 29, None, 32, 11, 39, 30, 38, 6, 36, 24, 33, 16, 36, 33, 31, 30, 27, 32, 20, 20, 25, 31, None, 29, 31, 30, 28, 19, 28, 29, 24, 29, 28, 28, 28, 28, 26, 27, 39, 29, 36, 29, 37, None, 36, 37, 37, 35, 36, 38, 38, None, 39, None, 38, 33, 37, 34, 36, 37]
27: [None, 21, 8, 30, 29, 35, 36, 35, 35, 34, 38, 35, 35, None, 34, 35, 22, 30, 21, 38, 36, 6, 30, None, None, 20, None, 32, 33, None, 34, 30, 32, None, None, 30, 30, 35, 32, 34, 24, 36, 34, 25, 34, 33, 39, 35, 36, 34, 37, 10, 34, 33, 37, None, 34, 23, 35, 33, 31, 32, 34, 29, None, 32, 32, 32, 32, 26, 31, 31, 25, 29, 33, 30, None, 27, 27, 30, 28, 30, 31, 28, None, 29, None, 29, 37, 38, 27, 37, 28]
28: [None, 28, 34, 32, 39, 32, 34, 31, 29, 36, 38, None, 35, None, 37, 35, 21, 32, 36, 32, 31, 36, 37, None, None, 26, 32, None, 39, None, 37, 37, 10, 39, None, 37, 30, 37, 33, 37, 22, 35, 33, 32, 28, 35, 32, 32, 28, 29, 31, 32, 0, 27, 29, None, 27, 30, 29, 27, 36, 39, 28, 37, 39, 38, 38, 38, 38, 37, 38, 39, 37, 37, 39, 37, None, 37, 38, 37, 37, 36, 38, 39, None, 39, None, 38, 36, 37, 37, 37, 37]
29: [None, None, 35, 39, None, 35, None, 33, 31, 35, None, 37, 37, None, 37, 37, 39, 39, 38, 31, 31, 37, 39, None, None, 36, 33, 39, None, None, 37, 39, 39, 35, None, 35, 39, None, 34, 37, 32, 35, 35, None, 35, 37, 29, 35, 31, 30, 33, 33, 29, 29, 31, None, 29, None, 31, 29, 39, 39, 28, 37, 36, None, None, None, None, 39, 39, None, 39, 39, None, 39, None, 39, 39, None, 39, 39, None, 39, None, None, None, 39, 39, None, None, 39, None]
30: [22, None, None, None, None, None, None, None, None, None, None, 38, None, 36, None, None, None, None, None, None, 33, None, None, None, None, None, None, None, None, None, None, None, None, None, 37, None, None, None, None, None, None, 37, None, None, None, None, None, None, None, None, None, None, None, None, None, 32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
31: [None, 31, 36, 36, 39, 37, 37, 33, 32, 38, 39, 37, 37, None, 36, 37, 29, 36, 37, 34, 32, 38, 34, 39, None, 38, 34, 37, 37, None, None, 34, 37, None, 37, 37, 27, 18, 36, 36, 34, 34, 36, 35, 36, 37, None, 37, 33, 31, 30, 34, 31, 30, 31, 33, 31, 33, 32, 30, 29, 26, 22, 28, None, 29, 29, 29, 29, 29, 28, 39, 38, 36, 29, 39, None, 37, 38, 39, 36, 39, 37, 30, None, 39, None, 39, 39, 39, 38, 38, 39]
32: [None, 27, 32, 29, 39, 32, 34, 13, 28, 36, 38, 35, 34, None, 34, 34, 32, 29, 36, 32, 30, 34, 16, 37, None, 25, 30, 37, 39, None, 34, None, 37, None, 39, 37, 16, 35, 32, 34, 21, 32, 31, 31, 25, 33, 33, 32, 29, 27, 28, 30, 27, 26, 28, 31, 28, 29, 28, 26, 36, 36, 26, 36, None, 38, 38, 38, 38, 38, 37, 39, 35, 34, 39, 38, None, 36, 37, 37, 16, 37, 36, 36, None, 39, None, 39, 36, 37, 29, 36, 37]
33: [None, 28, 34, 32, 39, 32, 34, 31, 29, 36, 38, None, 35, None, 37, 35, 21, 32, 36, 32, 31, 36, 37, None, None, 26, 32, 10, 39, None, 37, 37, None, 39, None, 37, 30, 37, 33, 37, 22, 35, 33, 32, 28, 35, 32, 32, 28, 29, 31, 32, 0, 27, 29, None, 27, 30, 29, 27, 36, 39, 28, 37, 39, 38, 38, 38, 38, 37, 38, 39, 37, 37, 39, 37, None, 37, 38, 37, 37, 36, 38, 39, None, 39, None, 38, 36, 37, 37, 37, 37]
34: [None, None, None, 39, None, 31, None, None, None, 28, None, None, 29, None, None, 29, 39, 39, 38, 32, None, None, None, None, None, 29, None, 39, 35, None, None, None, 39, None, None, 34, 39, None, 31, None, 33, None, None, None, 31, None, 26, 31, 35, 35, None, None, 37, None, 35, None, 37, None, None, None, 39, None, 37, 38, 37, None, None, None, None, 39, None, None, None, None, None, 37, None, None, None, None, None, 37, None, None, None, None, None, 35, 33, None, None, None, None]
35: [None, None, None, 39, None, None, None, None, None, None, None, 35, 36, 34, 37, 36, None, 39, None, None, 30, None, 39, 36, 37, None, None, None, None, 37, 37, 39, None, None, None, None, 39, 37, None, 37, None, 33, None, None, 35, None, None, None, None, None, 33, None, None, None, 30, 31, None, None, None, None, None, 39, 29, None, None, None, None, None, None, None, None, None, None, 38, None, 39, None, None, None, None, 39, None, 38, 39, None, None, None, None, None, None, 39, None, None]
36: [None, 27, 32, 34, 38, 32, 34, 30, 30, 35, 37, None, 36, None, 37, 36, 34, 34, 32, 31, 31, 34, 37, None, None, 32, 30, 37, 35, None, 37, 37, 37, 34, None, None, 34, 37, 30, 37, 28, 35, 33, 31, 30, 36, 25, 32, 29, 27, 32, 30, 27, 28, 30, None, 27, 29, 30, 28, 36, 39, 28, 33, 37, 38, 38, 38, 38, 36, 38, 39, 37, 38, 39, 37, None, 38, 38, 38, 37, 37, 39, 39, None, 39, None, 38, 36, 38, 37, 38, 38]
37: [None, 35, 28, 13, 34, 27, 28, 28, 33, 28, 31, 29, 26, None, 28, 26, 21, 13, 33, 32, 35, 26, 35, 29, None, 11, 30, 30, 39, None, 27, 16, 30, 39, 39, 34, None, 28, 26, 28, 15, 30, 27, 31, 5, 27, 31, 27, 32, 30, 30, 30, 28, 35, 32, None, 35, 33, 33, 35, 35, 38, 35, 35, 39, 38, 38, 38, 38, 36, 38, 37, 34, 34, 39, 35, None, 32, 34, 35, 33, 34, 35, 34, None, 35, None, 34, 29, 31, 27, 31, 33]
38: [None, 31, 37, 36, 39, 37, 37, 33, 33, 39, 39, 38, 37, None, 34, 37, 29, 36, 37, 35, 27, 39, 34, 39, None, 39, 35, 37, None, None, 18, 35, 37, None, 37, 37, 28, None, 37, 34, 35, 29, 37, 35, 36, 38, None, 37, 33, 32, 32, 35, 31, 31, 31, 33, 31, 33, 33, 30, 28, 27, 23, 29, None, 29, 29, 29, 29, 29, 29, 39, 39, 36, 29, 39, None, 38, 39, 38, 36, 39, 37, 28, None, 39, None, 39, 39, 39, 38, 39, 39]
39: [None, 31, 34, 30, 38, 36, 38, 33, 33, 35, 37, 37, 36, None, 36, 36, 26, 30, 28, 35, 34, 32, 32, None, None, 30, 32, 33, 34, None, 36, 32, 33, 31, None, 30, 26, 37, None, 36, 30, 38, 36, 35, 34, 35, 35, 36, 33, 20, 35, 32, 31, 31, 34, None, 31, 33, 33, 31, 28, 30, 31, 26, 31, 30, 30, 30, 30, 28, 29, 29, 26, 27, 31, 27, None, 37, 37, 28, 26, 27, 29, 38, None, 39, None, 38, 36, 38, 37, 37, 38]
40: [None, 31, 36, 36, 39, 37, 37, 32, 32, 38, 39, 37, 36, None, 10, 36, 29, 36, 37, 34, 28, 38, 33, 39, None, 38, 34, 37, 37, None, 36, 34, 37, None, 37, 37, 28, 34, 36, None, 34, 34, 36, 35, 36, 37, None, 37, 33, 31, 31, 34, 31, 30, 30, 33, 31, 33, 32, 29, 28, 26, 15, 28, None, 29, 29, 29, 29, 29, 21, 39, 38, 35, 29, 39, None, 37, 31, 38, 35, 39, 37, 35, None, 39, None, 39, 39, 39, 38, 38, 39]
41: [None, 33, 22, 12, 28, 31, 36, 32, 34, 33, 37, 35, 33, None, 34, 33, 9, 12, 27, 37, 36, 20, 29, None, None, 6, 24, 22, 32, None, 34, 21, 22, 33, None, 28, 15, 35, 30, 34, None, 36, 24, 37, 16, 32, 37, 31, 34, 31, 36, 24, 24, 29, 35, None, 33, 35, 34, 32, 23, 32, 33, 28, 33, 32, 32, 32, 32, 30, 31, 31, 21, 28, 33, 29, None, 26, 27, 29, 27, 28, 30, 28, None, 29, None, 28, 33, 37, 24, 36, 27]
42: [None, 33, 38, 34, 39, 39, 39, 35, 34, 36, 39, 32, 35, 38, 34, 35, 31, 34, 35, 36, 23, 36, 32, 37, None, 36, 36, 35, 35, 37, 34, 32, 35, None, 33, 35, 30, 29, 38, 34, 36, None, 38, 37, 38, 35, None, 39, 35, 33, 33, 36, 33, 32, 33, 34, 33, 35, 34, 32, 31, 28, 30, 30, None, 31, 31, 31, 31, 31, 30, 28, 28, 26, 31, 29, None, 38, 38, 29, 26, 29, 26, 36, None, 39, None, 39, 39, 39, 38, 38, 39]
43: [None, 29, 36, 25, 39, 35, 38, 28, 32, 36, 38, 37, 36, None, 36, 36, 28, 25, 32, 36, 34, 34, 27, None, None, 24, 34, 33, 35, None, 36, 31, 33, None, None, 33, 27, 37, 36, 36, 24, 38, None, 33, 29, 34, 37, 35, 33, 32, 34, 34, 31, 25, 34, None, 32, 31, 32, 30, 28, 30, 32, 28, None, 30, 30, 30, 30, 30, 29, 29, 9, 26, 31, 28, None, 36, 37, 27, 21, 27, 28, 38, None, 39, None, 39, 35, 37, 28, 36, 37]
44: [None, 6, 23, 31, 29, 31, 36, 37, 36, 35, 38, None, 35, None, 35, 35, 31, 31, 25, 39, 37, 21, 31, None, None, 33, 25, 32, None, None, 35, 31, 32, None, None, 31, 31, 35, 35, 35, 37, 37, 33, None, 35, 34, 39, 31, 36, 28, 38, 25, 34, 34, 37, None, 34, 8, 36, 34, 31, 33, 35, 31, None, 32, 32, 32, 32, 32, 32, 31, 29, 30, 33, 30, None, 28, 28, 30, 29, 30, 31, 29, None, 29, None, 29, 33, 38, 27, 38, 28]
45: [None, 31, 36, 6, 38, 31, 38, 32, 25, 36, 37, 37, 34, None, 36, 34, 10, 6, 29, 36, 35, 34, 31, 37, None, 16, 34, 28, 35, None, 36, 25, 28, 31, 35, 30, 5, 36, 34, 36, 16, 38, 29, 35, None, 35, 35, 31, 32, 30, 34, 34, 26, 22, 32, None, 31, 33, 25, 31, 27, 30, 31, 27, 31, 30, 30, 30, 30, 28, 30, 29, 19, 26, 31, 27, None, 37, 38, 27, 25, 26, 27, 38, None, 39, None, 38, 31, 37, 25, 37, 37]
46: [None, 30, 35, 35, 39, 35, 36, 31, 30, 38, 38, 38, 37, None, 37, 37, 27, 35, 35, 34, 32, 37, 33, None, None, 36, 33, 35, 37, None, 37, 33, 35, None, None, 36, 27, 38, 35, 37, 32, 35, 34, 34, 35, None, 35, 35, 31, 30, 31, 33, 29, 28, 31, 33, 30, 32, 30, 28, 27, 12, 29, 27, None, 28, 28, 28, 28, 28, 27, 39, 36, 35, 19, 38, None, 36, 37, 37, 35, 37, 37, 37, None, 39, 38, 39, 37, 37, 37, 36, 37]
47: [None, 35, 37, 31, 29, 36, 37, 39, 37, 34, 38, None, 35, None, None, 35, 31, 31, 29, 38, None, 35, 33, None, None, 33, 39, 32, 29, None, None, 33, 32, 26, None, 25, 31, None, 35, None, 37, None, 37, 39, 35, 35, None, 36, 36, 36, 39, 39, 34, 35, 37, None, 34, 37, 37, 35, 32, None, 35, 30, 31, 33, 33, 33, 33, 31, 33, None, 31, 31, None, 30, None, 29, 29, 31, 31, 30, None, None, None, None, None, 29, 38, 39, 29, 39, 29]
48: [None, 27, 37, 27, 39, 10, 38, 34, 33, 36, 38, None, 35, None, 37, 35, 27, 27, 24, 36, 35, 35, 32, None, None, 31, 35, 32, 35, None, 37, 32, 32, 31, None, 32, 27, 37, 36, 37, 31, 39, 35, 31, 31, 35, 36, None, 32, 27, 35, 35, 30, 31, 33, None, 31, 29, 33, 31, 27, 31, 32, 28, 31, 30, 21, 30, 21, 29, 30, 29, 26, 27, 31, 27, None, 37, 38, 26, 26, 26, 28, 39, None, 39, None, 38, 10, 37, 36, 37, 37]
49: [None, 36, 34, 28, 31, 32, 34, 35, 37, 32, 28, None, 31, None, 33, 31, 32, 28, 28, 36, 39, 32, 29, None, None, 30, 36, 28, 31, None, 33, 29, 28, 35, None, 29, 32, 33, 33, 33, 34, 35, 33, 36, 32, 31, 36, 32, None, 37, 35, 36, 34, 35, 37, None, 15, 38, 37, 35, 32, 35, 36, 33, 35, 34, 34, 34, 34, 33, 34, 33, 31, 31, 35, 31, None, 29, 30, 31, 31, 4, 32, 31, None, 31, None, 30, 26, 27, 29, 27, 28]
50: [None, 28, 32, 26, 29, 27, 35, 32, 37, 31, 27, 32, 30, None, 31, 30, 30, 26, 20, 35, 38, 30, 27, None, None, 27, 34, 29, 30, None, 31, 27, 29, 35, None, 27, 30, 32, 20, 31, 31, 33, 32, 28, 30, 30, 36, 27, 37, None, 34, 34, 35, 35, 36, 39, 36, 30, 37, 35, 32, 33, 34, 31, 35, 35, 34, 34, 34, 33, 34, 33, 30, 30, 35, 32, None, 29, 30, 32, 29, 31, 31, 29, None, 31, None, 30, 21, 28, 29, 27, 30]
51: [None, 34, 35, 30, 29, 35, 36, 34, 34, 34, 38, 33, 32, None, 31, 32, 31, 30, 31, 38, 36, 33, 27, 35, None, 32, 37, 31, 33, None, 30, 28, 31, None, 33, 32, 30, 32, 35, 31, 36, 33, 34, 38, 34, 31, 39, 35, 35, 34, None, 37, 33, 32, 34, 37, 34, 36, 34, 31, 30, 30, 31, 31, None, 32, 32, 32, 32, 32, 31, 30, 28, 25, 33, 30, None, 25, 27, 28, 25, 29, 27, 19, None, 29, None, 29, 37, 37, 26, 36, 27]
52: [None, 21, 8, 30, 29, 35, 36, 35, 35, 34, 38, 35, 35, None, 34, 35, 22, 30, 21, 38, 36, 6, 30, None, None, 20, 10, 32, 33, None, 34, 30, 32, None, None, 30, 30, 35, 32, 34, 24, 36, 34, 25, 34, 33, 39, 35, 36, 34, 37, None, 34, 33, 37, None, 34, 23, 35, 33, 31, 32, 34, 29, None, 32, 32, 32, 32, 26, 31, 31, 25, 29, 33, 30, None, 27, 27, 30, 28, 30, 31, 28, None, 29, None, 29, 37, 38, 27, 37, 28]
53: [None, 38, 32, 22, 33, 30, 32, 33, 35, 30, 30, None, 29, None, 31, 29, 19, 22, 26, 34, 37, 30, 27, None, None, 20, 34, 0, 29, None, 31, 27, 0, 37, None, 27, 28, 31, 31, 31, 24, 33, 31, 34, 26, 29, 34, 30, 34, 35, 33, 34, None, 37, 35, None, 37, 36, 35, 37, 34, 37, 38, 35, 37, 36, 36, 36, 36, 35, 36, 35, 33, 33, 37, 33, None, 31, 32, 33, 33, 32, 34, 33, None, 33, None, 32, 28, 29, 31, 29, 31]
